code,title,description
54,"Professional, Scientific, and Technical Services","The Professional, Scientific, and Technical Services sector comprises establishments that specialize in performing professional, scientific, and technical activities for others.  These activities require a high degree of expertise and training.  The establishments in this sector specialize according to expertise and provide these services to clients in a variety of industries and, in some cases, to households."
541,"Professional, Scientific, and Technical Services","Industries in the Professional, Scientific, and Technical Services subsector group establishments engaged in processes where human capital is the major input.  These establishments make available the knowledge and skills of their employees, often on an assignment basis, where an individual or team is responsible for the delivery of services to the client.  The individual industries of this subsector are defined on the basis of the particular expertise and training of the services provider."
5411,Legal Services,"This industry group comprises establishments primarily engaged in offering legal services, such as those offered by offices of lawyers, offices of notaries, and title abstract and settlement offices, and paralegal services."
54111,Offices of Lawyers,
541110,Offices of Lawyers,"This industry comprises offices of legal practitioners known as lawyers or attorneys (i.e., counselors-at-law) primarily engaged in the practice of law.  Establishments in this industry may provide expertise in a range or in specific areas of law, such as criminal law, corporate law, family and estate law, patent law, real estate law, or tax law."
54112,Offices of Notaries,
541120,Offices of Notaries,"This industry comprises establishments (except offices of lawyers and attorneys) primarily engaged in drafting, approving, and executing legal documents, such as real estate transactions, wills, and contracts; and in receiving, indexing, and storing such documents."
54119,Other Legal Services,This industry comprises establishments of legal practitioners (except lawyers and attorneys) primarily engaged in providing specialized legal or paralegal services.
541191,Title Abstract and Settlement Offices,"This U.S. industry comprises establishments (except offices of lawyers and attorneys) primarily engaged in one or more of the following activities: (1) researching public land records to gather information relating to real estate titles; (2) preparing documents necessary for the transfer of the title, financing, and settlement; (3) conducting final real estate settlements and closings; and (4) filing legal and other documents relating to the sale of real estate."
541199,All Other Legal Services,"This U.S. industry comprises establishments of legal practitioners (except offices of lawyers and attorneys, settlement offices, and title abstract offices).  These establishments are primarily engaged in providing specialized legal or paralegal services."
5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",
54121,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services","This industry comprises establishments primarily engaged in providing services, such as auditing of accounting records, designing accounting systems, preparing financial statements, developing budgets, preparing tax returns, processing payrolls, bookkeeping, and billing."
541211,Offices of Certified Public Accountants,This U.S. industry comprises establishments of accountants that are certified to audit the accounting records of public and private organizations and to attest to compliance with generally accepted accounting practices.
541213,Tax Preparation Services,"This U.S. industry comprises establishments (except offices of CPAs) engaged in providing tax return preparation services without also providing accounting, bookkeeping, billing, or payroll processing services.  Basic knowledge of tax law and filing requirements is required."
541214,Payroll Services,"This U.S. industry comprises establishments (except offices of CPAs) engaged in the following without also providing accounting, bookkeeping, or billing services: (1) collecting information on hours worked, pay rates, deductions, and other payroll-related data from their clients and (2) using that information to generate paychecks, payroll reports, and tax filings.  These establishments may use data processing and tabulating techniques as part of providing their services."
541219,Other Accounting Services,"This U.S. industry comprises establishments (except offices of CPAs) engaged in providing accounting services (except tax return preparation services only or payroll services only).  These establishments may also provide tax return preparation or payroll services.  Accountant (except CPA) offices, bookkeeper offices, and billing offices are included in this industry."
5413,"Architectural, Engineering, and Related Services","This industry group comprises establishments primarily engaged in architectural, engineering, and related services, such as drafting services, building inspection services, geophysical surveying and mapping services, surveying and mapping (except geophysical) services, and testing services."
54131,Architectural Services,
541310,Architectural Services,"This industry comprises establishments primarily engaged in planning and designing residential, institutional, leisure, commercial, and industrial buildings and structures by applying knowledge of design, construction procedures, zoning regulations, building codes, and building materials."
54132,Landscape Architectural Services,
541320,Landscape Architectural Services,"This industry comprises establishments primarily engaged in planning and designing the development of land areas for projects, such as parks and other recreational areas; airports; highways; hospitals; schools; land subdivisions; and commercial, industrial, and residential areas, by applying knowledge of land characteristics, location of buildings and structures, use of land areas, and design of landscape projects."
54133,Engineering Services,
541330,Engineering Services,"This industry comprises establishments primarily engaged in applying physical laws and principles of engineering in the design, development, and utilization of machines, materials, instruments, structures, processes, and systems."
54134,Drafting Services,
541340,Drafting Services,"This industry comprises establishments primarily engaged in drawing detailed layouts, plans, and illustrations of buildings, structures, systems, or components from engineering and architectural specifications."
54135,Building Inspection Services,
541350,Building Inspection Services,"This industry comprises establishments primarily engaged in providing building inspection services.  These establishments typically evaluate all aspects of the building structure and component systems and prepare a report on the physical condition of the property, generally for buyers or others involved in real estate transactions.  Building inspection bureaus and establishments providing home inspection services are included in this industry."
54136,Geophysical Surveying and Mapping Services,
541360,Geophysical Surveying and Mapping Services,"This industry comprises establishments primarily engaged in gathering, interpreting, and mapping geophysical data.  Establishments in this industry often specialize in locating and measuring the extent of subsurface resources, such as oil, gas, and minerals, but they may also conduct surveys for engineering purposes."
54137,Surveying and Mapping (except Geophysical) Services,
541370,Surveying and Mapping (except Geophysical) Services,"This industry comprises establishments primarily engaged in performing surveying and mapping services of the surface of the earth, including the sea floor.  These services may include surveying and mapping of areas above or below the surface of the earth, such as the creation of view easements or segregating rights in parcels of land by creating underground utility easements."
54138,Testing Laboratories and Services,
541380,Testing Laboratories and Services,"This industry comprises establishments primarily engaged in performing physical, chemical, and other analytical testing services, such as acoustics or vibration testing, assaying, biological testing (except medical and veterinary), calibration testing, electrical and electronic testing, geotechnical testing, mechanical testing, nondestructive testing, or thermal testing.  The testing may occur in a laboratory or on-site."
5414,Specialized Design Services,"This industry group comprises establishments providing specialized design services (except architectural, engineering, and computer systems design)."
54141,Interior Design Services,
541410,Interior Design Services,"This industry comprises establishments primarily engaged in planning, designing, and administering projects in interior spaces to meet the physical and aesthetic needs of people using them, taking into consideration building codes, health and safety regulations, traffic patterns and floor planning, mechanical and electrical needs, and interior fittings and furniture."
54142,Industrial Design Services,
541420,Industrial Design Services,"This industry comprises establishments primarily engaged in creating and developing designs and specifications that optimize the use, value, and appearance of products.  These services can include the determination of the materials, construction, mechanisms, shape, color, and surface finishes of the product, taking into consideration human characteristics and needs, safety, market appeal, and efficiency in production, distribution, use, and maintenance."
54143,Graphic Design Services,
541430,Graphic Design Services,"This industry comprises establishments primarily engaged in planning, designing, and managing the production of visual communication in order to convey specific messages or concepts, clarify complex information, or project visual identities.  These services can include the design of printed materials, packaging, advertising, signage systems, and corporate identification (logos)."
54149,Other Specialized Design Services,
541490,Other Specialized Design Services,"This industry comprises establishments primarily engaged in providing professional design services (except architectural, landscape architecture, engineering, interior, industrial, graphic, and computer systems design)."
5415,Computer Systems Design and Related Services,
54151,Computer Systems Design and Related Services,"This industry comprises establishments primarily engaged in providing expertise in the field of information technologies through one or more of the following activities: (1) writing, modifying, testing, and supporting software to meet the needs of a particular customer; (2) planning and designing computer systems that integrate computer hardware, software, and communication technologies; (3) on-site management and operation of clients' computer systems and/or data processing facilities; and (4) ..."
541511,Custom Computer Programming Services,"This U.S. industry comprises establishments primarily engaged in writing, modifying, testing, and supporting software to meet the needs of a particular customer."
541512,Computer Systems Design Services,"This U.S. industry comprises establishments primarily engaged in planning and designing computer systems that integrate computer hardware, software, and communication technologies.  The hardware and software components of the system may be provided by this establishment or company as part of integrated services or may be provided by third parties or vendors.  These establishments often install the system and train and support users of the system."
541513,Computer Facilities Management Services,This U.S. industry comprises establishments primarily engaged in providing on-site management and operation of clients' computer systems and/or data processing facilities.  Establishments providing computer systems or data processing facilities support services are included in this industry.
541519,Other Computer Related Services,"This U.S. industry comprises establishments primarily engaged in providing computer related services (except custom programming, systems integration design, and facilities management services). Establishments providing computer disaster recovery services or software installation services are included in this industry."
5416,"Management, Scientific, and Technical Consulting Services","This industry group comprises establishments primarily engaged in providing advice and assistance to businesses and other organizations on management, environmental, scientific, and technical issues."
54161,Management Consulting Services,"This industry comprises establishments primarily engaged in providing advice and assistance to businesses and other organizations on management issues, such as strategic and organizational planning; financial planning and budgeting; marketing objectives and policies; human resource policies, practices, and planning; production scheduling; and control planning."
541611,Administrative Management and General Management Consulting Services,"This U.S. industry comprises establishments primarily engaged in providing operating advice and assistance to businesses and other organizations on administrative management issues, such as financial planning and budgeting, equity and asset management, records management, office planning, strategic and organizational planning, site selection, new business start-up, and business process improvement."
541612,Human Resources Consulting Services,"This U.S. industry comprises establishments primarily engaged in providing advice and assistance to businesses and other organizations in one or more of the following areas: (1) human resource and personnel policies, practices, and procedures; (2) employee benefits planning, communication, and administration; (3) compensation systems planning; and (4) wage and salary administration."
541613,Marketing Consulting Services,"This U.S. industry comprises establishments primarily engaged in providing operating advice and assistance to businesses and other organizations on marketing issues, such as developing marketing objectives and policies, sales forecasting, new product developing and pricing, licensing and franchise planning, and marketing planning and strategy."
541614,"Process, Physical Distribution, and Logistics Consulting Services","This U.S. industry comprises establishments primarily engaged in providing operating advice and assistance to businesses and other organizations in: (1) manufacturing operations improvement; (2) productivity improvement; (3) production planning and control; (4) quality assurance and quality control; (5) inventory management; (6) distribution networks; (7) warehouse use, operations, and utilization; (8) transportation and shipment of goods and materials; and (9) materials management and handling."
541618,Other Management Consulting Services,"This U.S. industry comprises establishments primarily engaged in providing management consulting services (except administrative and general management consulting; human resources consulting; marketing consulting; or process, physical distribution, and logistics consulting).  Establishments providing telecommunications or utilities management consulting services are included in this industry."
54162,Environmental Consulting Services,
541620,Environmental Consulting Services,"This industry comprises establishments primarily engaged in providing advice and assistance to businesses and other organizations on environmental issues, such as the control of environmental contamination from pollutants, toxic substances, and hazardous materials.  These establishments identify problems (e.g., inspect buildings for hazardous materials), measure and evaluate risks, and recommend solutions."
54169,Other Scientific and Technical Consulting Services,
541690,Other Scientific and Technical Consulting Services,This industry comprises establishments primarily engaged in providing advice and assistance to businesses and other organizations on scientific and technical issues (except environmental).
5417,Scientific Research and Development Services,This industry group comprises establishments engaged in conducting original investigation undertaken on a systematic basis to gain new knowledge (research) and/or the application of research findings or other scientific knowledge for the creation of new or significantly improved products or processes (experimental development).  Techniques may include modeling and simulation.
54171,"Research and Development in the Physical, Engineering, and Life Sciences","This industry comprises establishments primarily engaged in conducting research and experimental development in the physical, engineering, and life sciences, such as agriculture, electronics, environmental, biology, botany, biotechnology, computers, chemistry, food, fisheries, forests, geology, health, mathematics, medicine, nanotechnology, oceanography, pharmacy, physics, veterinary, and other allied subjects."
541713,Research and Development in Nanotechnology,"This U.S. industry comprises establishments primarily engaged in conducting nanotechnology research and experimental development.  Nanotechnology research and experimental development involves the study of matter at the nanoscale (i.e., a scale of about 1 to 100 nanometers)."
541714,Research and Development in Biotechnology (except Nanobiotechnology),This U.S. industry comprises establishments primarily engaged in conducting biotechnology (except nanobiotechnology) research and experimental development.  Biotechnology (except nanobiotechnology) research and experimental development involves the study of the use of microorganisms and cellular and biomolecular processes to develop or alter living or non-living materials.
541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)","This U.S. industry comprises establishments primarily engaged in conducting research and experimental development (except nanotechnology and biotechnology research and experimental development) in the physical, engineering, and life sciences, such as agriculture, electronics, environmental, biology, botany, computers, chemistry, food, fisheries, forests, geology, health, mathematics, medicine, oceanography, pharmacy, physics, veterinary, and other allied subjects."
54172,Research and Development in the Social Sciences and Humanities,
541720,Research and Development in the Social Sciences and Humanities,"This industry comprises establishments primarily engaged in conducting research and analyses in cognitive development, sociology, psychology, language, behavior, economic, and other social science and humanities research."
5418,"Advertising, Public Relations, and Related Services","This industry group comprises establishments primarily engaged in advertising, public relations, and related services, such as media buying, independent media representation, indoor and outdoor display advertising, direct mail advertising, advertising material distribution services, and other services related to advertising."
54181,Advertising Agencies,
541810,Advertising Agencies,"This industry comprises establishments primarily engaged in creating advertising campaigns and placing such advertising in print and digital periodicals, newspapers, radio and television, or other media.  These establishments are organized to provide a full range of services (i.e., through in-house capabilities or subcontracting), including advice, creative services, account management, production of advertising content, media planning, and buying (i.e., placing advertising)."
54182,Public Relations Agencies,
541820,Public Relations Agencies,"This industry comprises establishments primarily engaged in designing and implementing public relations campaigns.  These campaigns are designed to promote the interests and image of their clients.  Establishments providing lobbying, political consulting, or public relations consulting are included in this industry."
54183,Media Buying Agencies,
541830,Media Buying Agencies,This industry comprises establishments primarily engaged in purchasing advertising time or space from media outlets and reselling it to advertising agencies or individual companies directly.
54184,Media Representatives,
541840,Media Representatives,This industry comprises establishments of independent representatives primarily engaged in selling media time or space for media owners.
54185,Indoor and Outdoor Display Advertising,
541850,Indoor and Outdoor Display Advertising,"This industry comprises establishments primarily engaged in creating and designing public display advertising campaign materials, such as printed, painted, or electronic displays; and/or placing such displays on indoor or outdoor billboards and panels, or on or within transit vehicles or facilities, shopping malls, retail (in-store) displays, and other display structures or sites."
54186,Direct Mail Advertising,
541860,Direct Mail Advertising,"This industry comprises establishments primarily engaged in (1) creating and designing advertising campaigns for the purpose of distributing advertising materials (e.g., coupons, flyers, samples) or specialties (e.g., keychains, magnets, pens with customized messages imprinted) by mail or other direct distribution and/or (2) preparing such advertising materials or specialties for mailing or other direct distribution.  These establishments may also compile, maintain, sell, and rent mailing lists."
54187,Advertising Material Distribution Services,
541870,Advertising Material Distribution Services,"This industry comprises establishments primarily engaged in the direct distribution or delivery of advertisements (e.g., circulars, coupons, handbills) or samples.  Establishments in this industry use methods, such as delivering advertisements or samples door-to-door, placing flyers or coupons on car windshields in parking lots, or handing out samples in retail stores."
54189,Other Services Related to Advertising,
541890,Other Services Related to Advertising,"This industry comprises establishments primarily engaged in providing advertising services (except advertising agency services, public relations agency services, media buying agency services, media representative services, display advertising services, direct mail advertising services, advertising material distribution services, and marketing consulting services)."
5419,"Other Professional, Scientific, and Technical Services","This industry group comprises establishments engaged in professional, scientific, and technical services (except legal services; accounting, tax preparation, bookkeeping, and related services; architectural, engineering, and related services; specialized design services; computer systems design and related services; management, scientific, and technical consulting services; scientific research and development services; and advertising, public relations, and related services)."
54191,Marketing Research and Public Opinion Polling,
541910,Marketing Research and Public Opinion Polling,"This industry comprises establishments primarily engaged in systematically gathering, recording, tabulating, and presenting marketing and public opinion data."
54192,Photographic Services,"This industry comprises establishments primarily engaged in providing still, video, or digital photography services.  These establishments may specialize in a particular field of photography, such as commercial and industrial photography, portrait photography, and special events photography.  Commercial or portrait photography studios are included in this industry."
541921,"Photography Studios, Portrait","This U.S. industry comprises establishments known as portrait studios primarily engaged in providing still, video, or digital portrait photography services."
541922,Commercial Photography,"This U.S. industry comprises establishments primarily engaged in providing commercial photography services, generally for advertising agencies, publishers, and other business and industrial users."
54193,Translation and Interpretation Services,
541930,Translation and Interpretation Services,This industry comprises establishments primarily engaged in translating written material and interpreting speech from one language to another and establishments primarily engaged in providing sign language services.
54194,Veterinary Services,
541940,Veterinary Services,"This industry comprises establishments of licensed veterinary practitioners primarily engaged in the practice of veterinary medicine, dentistry, or surgery for animals; and establishments primarily engaged in providing testing services for licensed veterinary practitioners."
54199,"All Other Professional, Scientific, and Technical Services",
541990,"All Other Professional, Scientific, and Technical Services","This industry comprises establishments primarily engaged in the provision of professional, scientific, or technical services (except legal services; accounting, tax preparation, bookkeeping, and related services; architectural, engineering, and related services; specialized design services; computer systems design and related services; management, scientific, and technical consulting services; scientific research and development services; advertising, public relations, and related services; mark..."
55,Management of Companies and Enterprises,"The Management of Companies and Enterprises sector comprises (1) establishments that hold the securities of (or other equity interests in) companies and enterprises for the purpose of owning a controlling interest or influencing management decisions or (2) establishments (except government establishments) that administer, oversee, and manage establishments of the company or enterprise and that normally undertake the strategic or organizational planning and decision-making role of the company or ..."
551,Management of Companies and Enterprises,"Industries in the Management of Companies and Enterprises subsector include three main types of establishments: (1) those that hold the securities of (or other equity interests in) companies and enterprises; (2) those (except government establishments) that administer, oversee, and manage other establishments of the company or enterprise but do not hold the securities of these establishments; and (3) those that both administer, oversee, and manage other establishments of the company or enterpris..."
5511,Management of Companies and Enterprises,
55111,Management of Companies and Enterprises,"This industry comprises (1) establishments primarily engaged in holding the securities of (or other equity interests in) companies and enterprises for the purpose of owning a controlling interest or influencing management decisions or (2) establishments (except government establishments) that administer, oversee, and manage other establishments of the company or enterprise and that normally undertake the strategic or organizational planning and decision-making role of the company or enterprise."
551111,Offices of Bank Holding Companies,"This U.S. industry comprises legal entities known as bank holding companies primarily engaged in holding the securities of (or other equity interests in) companies and enterprises for the purpose of owning a controlling interest or influencing the management decisions of these firms.  The holding companies in this industry do not administer, oversee, and manage other establishments of the company or enterprise whose securities they hold."
551112,Offices of Other Holding Companies,"This U.S. industry comprises legal entities known as holding companies (except bank holding) primarily engaged in holding the securities of (or other equity interests in) companies and enterprises for the purpose of owning a controlling interest or influencing the management decisions of these firms.  The holding companies in this industry do not administer, oversee, and manage other establishments of the company or enterprise whose securities they hold."
551114,"Corporate, Subsidiary, and Regional Managing Offices","This U.S. industry comprises establishments (except government establishments) primarily engaged in administering, overseeing, and managing other establishments of the company or enterprise.  These establishments normally undertake the strategic or organizational planning and decision-making role of the company or enterprise.  Establishments in this industry may hold the securities of the company or enterprise."
56,Administrative and Support and Waste Management and Remediation Services,"The Administrative and Support and Waste Management and Remediation Services sector comprises establishments performing routine support activities for the day-to-day operations of other organizations.  These essential activities are often undertaken in-house by establishments in many sectors of the economy.  The establishments in this sector specialize in one or more of these support activities and provide these services to clients in a variety of industries and, in some cases, to households."
561,Administrative and Support Services,"Industries in the Administrative and Support Services subsector group establishments engaged in activities that support the day-to-day operations of other organizations.  The processes employed in this sector (e.g., general management, personnel administration, clerical activities, cleaning activities) are often integral parts of the activities of establishments found in all sectors of the economy."
5611,Office Administrative Services,
56111,Office Administrative Services,
561110,Office Administrative Services,"This industry comprises establishments primarily engaged in providing a range of day-to-day office administrative services, such as financial planning; billing and recordkeeping; personnel; and physical distribution and logistics, for others on a contract or fee basis.  These establishments do not provide operating staff to carry out the complete operations of a business."
5612,Facilities Support Services,
56121,Facilities Support Services,
561210,Facilities Support Services,"This industry comprises establishments primarily engaged in providing operating staff to perform a combination of support services within a client's facilities.  Establishments in this industry typically provide a combination of services, such as janitorial, maintenance, trash disposal, guard and security, mail routing, reception, laundry, and related services to support operations within facilities."
5613,Employment Services,"This industry group comprises establishments primarily engaged in one of the following: (1) listing employment vacancies and referring or placing applicants for employment; (2) providing executive search, recruitment, and placement services; (3) supplying workers to clients' businesses for limited periods of time to supplement the working force of the client; or (4) providing human resources and human resource management services to client businesses and households."
56131,Employment Placement Agencies and Executive Search Services,"This industry comprises establishments primarily engaged in one of the following: (1) listing employment vacancies and referring or placing applicants for employment; or (2) providing executive search, recruitment, and placement services."
561311,Employment Placement Agencies,"This U.S. industry comprises establishments primarily engaged in listing employment vacancies and in recruiting, referring, or placing applicants for employment.  The individuals referred or placed are not employees of the employment agencies."
561312,Executive Search Services,"This U.S. industry comprises establishments primarily engaged in providing executive search, recruitment, and placement services for clients with specific executive and senior management position requirements."
56132,Temporary Help Services,
561320,Temporary Help Services,"This industry comprises establishments primarily engaged in supplying workers to clients' businesses for limited periods of time to supplement the working force of the client.  The individuals provided are employees of the temporary help services establishment.  However, these establishments do not provide direct supervision of their employees at the clients' work sites."
56133,Professional Employer Organizations,
561330,Professional Employer Organizations,"This industry comprises establishments primarily engaged in providing human resources and human resource management services to client businesses and households.  Establishments in this industry operate in a co-employment relationship with client businesses or organizations and are specialized in performing a wide range of human resource and personnel management duties, such as payroll, payroll tax, benefits administration, workers' compensation, unemployment, and human resource administration."
5614,Business Support Services,"This industry group comprises establishments engaged in performing activities that are ongoing routine business support functions for clients on a contract or fee basis, or serving other establishments of the same enterprise."
56141,Document Preparation Services,
561410,Document Preparation Services,"This industry comprises establishments primarily engaged in one or more of the following: (1) letter or resume writing; (2) document editing or proofreading; (3) typing, word processing, or desktop publishing; and (4) stenography (except court reporting or stenotype recording), transcription, and other secretarial services."
56142,Telephone Call Centers,"This industry comprises (1) establishments primarily engaged in answering telephone calls and relaying messages and (2) establishments primarily engaged in providing telemarketing services, such as promoting products or services by telephone; taking orders by telephone, facsimile, email, or other communication modes; and soliciting contributions or providing information by telephone."
561421,Telephone Answering Services,This U.S. industry comprises establishments primarily engaged in answering telephone calls and relaying messages on behalf of clients or for other establishments of the same enterprise.
561422,Telemarketing Bureaus and Other Contact Centers,"This U.S. industry comprises establishments primarily engaged in operating call centers that initiate or receive communications via telephone, facsimile, email, or other communication modes for purposes such as: (1) promoting products or services, (2) taking orders, (3) soliciting contributions, and (4) providing information or assistance regarding products or services."
56143,Business Service Centers,"This industry comprises (1) establishments primarily engaged in providing mailbox rental and other postal and mailing services (except direct mail advertising); (2) establishments, generally known as copy centers or shops, primarily engaged in providing photocopying, duplicating, blueprinting, and other document copying services without also providing printing services (i.e."
561431,Private Mail Centers,"This U.S. industry comprises (1) establishments primarily engaged in providing mailbox rental and other postal and mailing (except direct mail advertising) services or (2) establishments engaged in providing these mailing services along with one or more other office support services, such as facsimile services, word processing services, on-site PC rental services, and office product sales."
561439,Other Business Service Centers (including Copy Shops),"This U.S. industry comprises (1) establishments generally known as copy centers or shops primarily engaged in providing photocopying, duplicating, blueprinting, and other document copying services, without also providing printing services (e.g."
56144,Collection Agencies,
561440,Collection Agencies,This industry comprises establishments primarily engaged in collecting payments for claims and remitting payments collected to their clients.
56145,Credit Bureaus,
561450,Credit Bureaus,"This industry comprises establishments primarily engaged in compiling information, such as credit and employment histories, and providing the information to financial institutions, retailers, and others who have a need to evaluate the creditworthiness of individuals and businesses."
56149,Other Business Support Services,This industry comprises establishments primarily engaged in providing business support services (except secretarial and other document preparation services; telephone answering or telemarketing services; private mail services or document copying services conducted as separate activities or in conjunction with other office support services; monetary debt collection services; and credit reporting services).
561491,Repossession Services,"This U.S. industry comprises establishments primarily engaged in repossessing tangible assets (e.g., automobiles, boats, equipment, planes, furniture, appliances) for the creditor as a result of delinquent debts."
561492,Court Reporting and Stenotype Services,This U.S. industry comprises establishments primarily engaged in providing verbatim reporting and stenotype recording of live legal proceedings and transcribing subsequent recorded materials.
561499,All Other Business Support Services,This U.S. industry comprises establishments primarily engaged in providing business support services (except secretarial and other document preparation services; telephone answering and telemarketing services; private mail services or document copying services conducted as separate activities or in conjunction with other office support services; monetary debt collection services; credit reporting services; repossession services; and court reporting and stenotype recording services).
5615,Travel Arrangement and Reservation Services,This industry group comprises establishments primarily engaged in one of the following: (1) travel agency services; (2) arranging and assembling tours; or (3) other travel arrangement and reservation services.
56151,Travel Agencies,
561510,Travel Agencies,"This industry comprises establishments primarily engaged in acting as agents in selling travel, tour, and accommodation services to the general public and commercial clients."
56152,Tour Operators,
561520,Tour Operators,This industry comprises establishments primarily engaged in arranging and assembling tours.  The tours are sold through travel agencies or tour operators.  Travel or wholesale tour operators are included in this industry.
56159,Other Travel Arrangement and Reservation Services,This industry comprises establishments (except travel agencies and tour operators) primarily engaged in providing travel arrangement and reservation services.
561591,Convention and Visitors Bureaus,"This U.S. industry comprises establishments primarily engaged in marketing and promoting communities and facilities to businesses and leisure travelers through a range of activities, such as assisting organizations in locating meeting and convention sites; providing travel information on area attractions, lodging accommodations, restaurants; providing maps; and organizing group tours of local historical, recreational, and cultural attractions."
561599,All Other Travel Arrangement and Reservation Services,"This U.S. industry comprises establishments (except travel agencies, tour operators, and convention and visitors bureaus) primarily engaged in providing travel arrangement and reservation services."
5616,Investigation and Security Services,"This industry group comprises establishments primarily engaged in one of the following: (1) investigation, guard, and armored car services; (2) selling security systems, such as burglar and fire alarms and locking devices, along with installation, repair, or monitoring services; or (3) remote monitoring of electronic security alarm systems."
56161,"Investigation, Guard, and Armored Car Services","This industry comprises establishments primarily engaged in providing one or more of the following: (1) investigation, detective, and personal background check services; (2) guard and patrol services; and (3) picking up and delivering money, receipts, or other valuable items with personnel and equipment to protect such properties while in transit."
561611,Investigation and Personal Background Check Services,"This U.S. industry comprises establishments primarily engaged in providing investigation, detective, and personal background check services."
561612,Security Guards and Patrol Services,"This U.S. industry comprises establishments primarily engaged in providing guard and patrol services, such as bodyguard, guard dog, and parking security services."
561613,Armored Car Services,"This U.S. industry comprises establishments primarily engaged in picking up and delivering money, receipts, or other valuable items.  These establishments maintain personnel and equipment to protect such properties while in transit."
56162,Security Systems Services,"This industry comprises establishments engaged in (1) selling security systems, such as burglar and fire alarms and locking devices, along with installation, repair, or monitoring services or (2) remote monitoring of electronic security alarm systems."
561621,Security Systems Services (except Locksmiths),"This U.S. industry comprises establishments primarily engaged in (1) selling security alarm systems, such as burglar and fire alarms, along with installation, repair, or monitoring services or (2) remote monitoring of electronic security alarm systems."
561622,Locksmiths,"This U.S. industry comprises establishments primarily engaged in (1) selling mechanical or electronic locking devices, safes, and security vaults, along with installation, repair, rebuilding, or adjusting services or (2) installing, repairing, rebuilding, and adjusting mechanical or electronic locking devices, safes, and security vaults."
5617,Services to Buildings and Dwellings,This industry group comprises establishments primarily engaged in one of the following: (1) exterminating and pest control services; (2) janitorial services; (3) landscaping services; (4) carpet and upholstery cleaning services; or (5) other services to buildings and dwellings.
56171,Exterminating and Pest Control Services,
561710,Exterminating and Pest Control Services,"This industry comprises establishments primarily engaged in exterminating and controlling birds, mosquitoes, rodents, termites, and other insects and pests (except for crop production and forestry production).  Establishments providing fumigation services are included in this industry."
56172,Janitorial Services,
561720,Janitorial Services,"This industry comprises establishments primarily engaged in cleaning building interiors, interiors of transportation equipment (e.g., aircraft, rail cars, ships), and/or windows."
56173,Landscaping Services,
561730,Landscaping Services,"This industry comprises (1) establishments primarily engaged in providing landscape care and maintenance services and/or installing trees, shrubs, plants, lawns, or gardens and (2) establishments primarily engaged in providing these services along with the design of landscape plans and/or the construction (i.e., installation) of walkways, retaining walls, decks, fences, ponds, and similar structures."
56174,Carpet and Upholstery Cleaning Services,
561740,Carpet and Upholstery Cleaning Services,"This industry comprises establishments primarily engaged in cleaning and dyeing used rugs, carpets, and upholstery."
56179,Other Services to Buildings and Dwellings,
561790,Other Services to Buildings and Dwellings,This industry comprises establishments primarily engaged in providing services to buildings and dwellings (except exterminating and pest control; janitorial; landscaping care and maintenance; and carpet and upholstery cleaning).
5619,Other Support Services,This industry group comprises establishments primarily engaged in providing day-to-day business and other organizational support services (except office administrative services; facilities support services; employment services; business support services; travel arrangement and reservation services; security and investigation services; and services to buildings and dwellings).
56191,Packaging and Labeling Services,
561910,Packaging and Labeling Services,This industry comprises establishments primarily engaged in packaging client-owned materials.  The services may include labeling and/or imprinting the package.
56192,Convention and Trade Show Organizers,
561920,Convention and Trade Show Organizers,"This industry comprises establishments primarily engaged in organizing, promoting, and/or managing events, such as business and trade shows, conventions, conferences, and meetings (whether or not they manage and provide the staff to operate the facilities in which these events take place)."
